# time x y z qx qy qz qw
1785982572.029999971 -0.072555496 -0.039873070 -0.051242988 -0.013104313 0.003626908 0.052121572 0.998548178
1785982572.039999962 -0.072805210 -0.039607408 -0.051115321 -0.013183002 0.003623304 0.052430568 0.998530979
1785982572.049999952 -0.073033844 -0.039335801 -0.050791940 -0.013241394 0.003630531 0.052672994 0.998517421
1785982572.059999943 -0.073255206 -0.039089854 -0.050416626 -0.013273940 0.003635540 0.052868141 0.998506657
1785982572.069999933 -0.073477747 -0.038909198 -0.050013341 -0.013326201 0.003646609 0.053084728 0.998494430
1785982572.079999924 -0.073713188 -0.038788633 -0.049599005 -0.013399791 0.003677801 0.053245212 0.998484785
1785982572.089999914 -0.073957315 -0.038685719 -0.049184101 -0.013432788 0.003706767 0.053430210 0.998474353
1785982572.099999905 -0.074188788 -0.038584886 -0.048770642 -0.013546611 0.003692496 0.053678241 0.998459564
1785982572.109999895 -0.074408076 -0.038482579 -0.048354526 -0.013623921 0.003775179 0.053997354 0.998440996
1785982572.119999886 -0.074618171 -0.038389593 -0.047935264 -0.013670602 0.003787702 0.054167876 0.998431074
1785982572.130000114 -0.074810513 -0.038320584 -0.047507641 -0.013748853 0.003750402 0.054403791 0.998417313
1785982572.140000105 -0.074987131 -0.038275332 -0.047077597 -0.013805070 0.003708473 0.054735136 0.998398584
1785982572.150000095 -0.075162651 -0.038242247 -0.046670571 -0.013870195 0.003696348 0.054919650 0.998387593
1785982572.160000086 -0.075335489 -0.038217873 -0.046294862 -0.013907200 0.003771589 0.055262812 0.998367861
1785982572.170000076 -0.075496602 -0.038208536 -0.045966037 -0.014005101 0.003785154 0.055407994 0.998358395
1785982572.180000067 -0.075646115 -0.038215334 -0.045681428 -0.014098365 0.003749321 0.055626141 0.998345086
1785982572.190000057 -0.075774759 -0.038231001 -0.045416085 -0.014189165 0.003808544 0.055849314 0.998331116
1785982572.200000048 -0.075886032 -0.038252769 -0.045154887 -0.014265722 0.003871462 0.056023035 0.998320049
1785982572.210000038 -0.076002083 -0.038295510 -0.044905060 -0.014341873 0.003895737 0.056204819 0.998308646
1785982572.220000029 -0.076128754 -0.038364664 -0.044682106 -0.014400758 0.003944429 0.056343675 0.998299780
1785982572.230000019 -0.076260179 -0.038444570 -0.044485298 -0.014490310 0.003931015 0.056480673 0.998290795
1785982572.240000010 -0.076392972 -0.038519413 -0.044312652 -0.014558037 0.003972547 0.056656487 0.998279683
1785982572.250000000 -0.076517031 -0.038571290 -0.044155071 -0.014668902 0.003962842 0.056813959 0.998269149
